"Old_ID","ID","species","old_species"
"3234974_NF_EG_23_88_S68_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_88_S68_L001_R1_001","Secale cereale","Diversity Panel 23"
"3234975_NF_EG_23_101_S80_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_101_S80_L001_R1_001","Secale cereale","Diversity Panel 23"
"3234976_NF_EG_23_113_S91_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_113_S91_L001_R1_001","Secale cereale","Diversity Panel 23"
"3234977_NF_EG_23_10_S10_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_10_S10_L001_R1_001","Secale cereale","Diversity Panel 23"
"3234978_NF_EG_23_24_S22_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_24_S22_L001_R1_001","Secale cereale","Diversity Panel 23"
"3234979_NF_EG_23_36_S34_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_36_S34_L001_R1_001","Secale cereale","Diversity Panel 23"
"3234980_NF_EG_23_49_S45_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_49_S45_L001_R1_001","Secale cereale","Diversity Panel 23"
"3234981_NF_EG_23_72_S57_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_72_S57_L001_R1_001","Secale cereale","Diversity Panel 23"
"3234982_NF_EG_23_89_S69_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_89_S69_L001_R1_001","Secale cereale","Diversity Panel 23"
"3234983_NF_EG_23_102_S81_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_102_S81_L001_R1_001","Secale cereale","Diversity Panel 23"
"3234984_NF_EG_23_114_S92_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_114_S92_L001_R1_001","Secale cereale","Diversity Panel 23"
"3234985_NF_EG_23_12_S11_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_12_S11_L001_R1_001","Secale cereale","Diversity Panel 23"
"3234986_NF_EG_23_25_S23_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_25_S23_L001_R1_001","Secale cereale","Diversity Panel 23"
"3234987_NF_EG_23_37_S35_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_37_S35_L001_R1_001","Secale cereale","Diversity Panel 23"
"3234988_NF_EG_23_50_S46_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_50_S46_L001_R1_001","Secale cereale","Diversity Panel 23"
"3234989_NF_EG_23_73_S58_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_73_S58_L001_R1_001","Secale cereale","Diversity Panel 23"
"3234990_NF_EG_23_90_S70_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_90_S70_L001_R1_001","Secale cereale","Diversity Panel 23"
"3234991_NF_EG_23_103_S82_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_103_S82_L001_R1_001","Secale cereale","Diversity Panel 23"
"3234992_NF_EG_23_115_S93_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_115_S93_L001_R1_001","Secale cereale","Diversity Panel 23"
"3234993_NF_EG_23_13_S12_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_13_S12_L001_R1_001","Secale cereale","Diversity Panel 23"
"3234994_NF_EG_23_26_S24_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_26_S24_L001_R1_001","Secale cereale","Diversity Panel 23"
"3234995_NF_EG_23_38_S36_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_38_S36_L001_R1_001","Secale cereale","Diversity Panel 23"
"3234996_NF_EG_23_51_S47_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_51_S47_L001_R1_001","Secale cereale","Diversity Panel 23"
"3234997_NF_EG_23_76_S59_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_76_S59_L001_R1_001","Secale cereale","Diversity Panel 23"
"3234998_Lo7_S71_L001_R1_001.unique.mapped.sorted.bam","Lo7_S71_L001_R1_001","Secale cereale","Secale cereale"
"3235001_NF_EG_23_117_S94_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_117_S94_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235002_NF_EG_23_129_S106_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_129_S106_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235003_NF_EG_23_141_S117_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_141_S117_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235004_NF_EG_23_153_S129_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_153_S129_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235005_NF_EG_23_166_S141_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_166_S141_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235006_NF_EG_23_179_S153_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_179_S153_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235007_NF_EG_23_191_S165_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_191_S165_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235008_NF_EG_23_295_S176_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_295_S176_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235009_NF_EG_23_118_S95_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_118_S95_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235010_NF_EG_23_130_S107_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_130_S107_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235011_NF_EG_23_142_S118_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_142_S118_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235012_NF_EG_23_154_S130_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_154_S130_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235013_NF_EG_23_168_S142_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_168_S142_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235014_NF_EG_23_180_S154_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_180_S154_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235015_NF_EG_23_192_S166_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_192_S166_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235016_NF_EG_23_296_S177_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_296_S177_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235017_NF_EG_23_119_S96_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_119_S96_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235018_NF_EG_23_131_S108_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_131_S108_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235019_NF_EG_23_143_S119_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_143_S119_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235020_NF_EG_23_156_S131_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_156_S131_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235021_NF_EG_23_169_S143_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_169_S143_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235022_NF_EG_23_181_S155_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_181_S155_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235023_NF_EG_23_260_S167_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_260_S167_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235024_NF_EG_23_297_S178_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_297_S178_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235025_NF_EG_23_120_S97_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_120_S97_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235027_NF_EG_23_144_S120_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_144_S120_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235028_NF_EG_23_157_S132_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_157_S132_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235029_NF_EG_23_170_S144_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_170_S144_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235030_NF_EG_23_155_S156_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_155_S156_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235031_NF_EG_23_265_S168_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_265_S168_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235032_NF_EG_23_299_S179_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_299_S179_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235033_NF_EG_23_121_S98_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_121_S98_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235034_NF_EG_23_133_S109_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_133_S109_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235035_NF_EG_23_145_S121_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_145_S121_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235036_NF_EG_23_158_S133_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_158_S133_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235037_NF_EG_23_171_S145_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_171_S145_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235038_NF_EG_23_183_S157_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_183_S157_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235039_NF_EG_23_284_S169_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_284_S169_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235040_NF_EG_23_300_S180_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_300_S180_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235041_NF_EG_23_122_S99_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_122_S99_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235042_NF_EG_23_134_S110_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_134_S110_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235043_NF_EG_23_146_S122_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_146_S122_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235044_NF_EG_23_159_S134_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_159_S134_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235045_NF_EG_23_172_S146_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_172_S146_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235046_NF_EG_23_184_S158_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_184_S158_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235047_NF_EG_23_285_S170_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_285_S170_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235048_NF_EG_23_301_S181_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_301_S181_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235049_NF_EG_23_123_S100_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_123_S100_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235050_NF_EG_23_135_S111_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_135_S111_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235051_NF_EG_23_147_S123_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_147_S123_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235052_NF_EG_23_160_S135_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_160_S135_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235053_NF_EG_23_173_S147_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_173_S147_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235054_NF_EG_23_185_S159_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_185_S159_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235055_NF_EG_23_289_S171_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_289_S171_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235056_NF_EG_23_302_S182_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_302_S182_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235057_NF_EG_23_124_S101_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_124_S101_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235058_NF_EG_23_136_S112_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_136_S112_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235059_NF_EG_23_148_S124_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_148_S124_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235060_NF_EG_23_161_S136_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_161_S136_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235061_NF_EG_23_190_S148_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_190_S148_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235062_NF_EG_23_186_S160_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_186_S160_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235063_NF_EG_23_290_S172_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_290_S172_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235064_NF_EG_23_303_S183_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_303_S183_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235065_NF_EG_23_125_S102_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_125_S102_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235066_NF_EG_23_137_S113_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_137_S113_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235067_NF_EG_23_149_S125_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_149_S125_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235068_NF_EG_23_162_S137_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_162_S137_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235069_NF_EG_23_175_S149_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_175_S149_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235070_NF_EG_23_187_S161_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_187_S161_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235071_NF_EG_23_291_S173_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_291_S173_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235072_NF_EG_23_304_S184_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_304_S184_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235073_NF_EG_23_126_S103_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_126_S103_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235074_NF_EG_23_138_S114_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_138_S114_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235075_NF_EG_23_150_S126_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_150_S126_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235076_NF_EG_23_163_S138_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_163_S138_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235077_NF_EG_23_176_S150_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_176_S150_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235078_NF_EG_23_188_S162_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_188_S162_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235079_NF_EG_23_292_S174_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_292_S174_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235080_NF_EG_23_305_S185_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_305_S185_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235081_NF_EG_23_127_S104_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_127_S104_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235082_NF_EG_23_139_S115_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_139_S115_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235083_NF_EG_23_151_S127_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_151_S127_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235084_NF_EG_23_164_S139_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_164_S139_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235085_NF_EG_23_177_S151_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_177_S151_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235086_NF_EG_23_189_S163_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_189_S163_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235087_NF_EG_23_293_S175_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_293_S175_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235088_NF_EG_23_306_S186_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_306_S186_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235089_NF_EG_23_128_S105_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_128_S105_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235090_NF_EG_23_140_S116_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_140_S116_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235091_NF_EG_23_152_S128_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_152_S128_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235092_NF_EG_23_165_S140_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_165_S140_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235093_NF_EG_23_178_S152_L001_R1_001.unique.mapped.sorted.bam","NF_EG_23_178_S152_L001_R1_001","Secale cereale","Diversity Panel 23"
"3235094_Lo7_S164_L001_R1_001.unique.mapped.sorted.bam","Lo7_S164_L001_R1_001","Secale cereale","Secale cereale"
"3235617_NF_EG_23_408_S187_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_408_S187_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235618_NF_EG_23_420_S199_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_420_S199_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235619_NF_EG_23_432_S211_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_432_S211_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235620_NF_EG_23_444_S223_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_444_S223_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235621_NF_EG_23_457_S234_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_457_S234_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235622_NF_EG_23_469_S246_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_469_S246_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235623_NPK_EG_23_1_S258_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_1_S258_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235624_NPK_EG_23_26_S269_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_26_S269_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235625_NF_EG_23_409_S188_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_409_S188_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235626_NF_EG_23_421_S200_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_421_S200_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235627_NF_EG_23_433_S212_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_433_S212_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235629_NF_EG_23_458_S235_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_458_S235_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235630_NF_EG_23_470_S247_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_470_S247_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235631_NPK_EG_23_5_S259_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_5_S259_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235632_NPK_EG_23_27_S270_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_27_S270_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235633_NF_EG_23_410_S189_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_410_S189_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235634_NF_EG_23_422_S201_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_422_S201_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235635_NF_EG_23_434_S213_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_434_S213_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235636_NF_EG_23_447_S224_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_447_S224_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235637_NF_EG_23_459_S236_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_459_S236_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235638_NF_EG_23_471_S248_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_471_S248_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235639_NPK_EG_23_7_S260_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_7_S260_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235640_NPK_EG_23_29_S271_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_29_S271_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235641_NF_EG_23_411_S190_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_411_S190_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235642_NF_EG_23_423_S202_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_423_S202_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235643_NF_EG_23_435_S214_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_435_S214_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235644_NF_EG_23_448_S225_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_448_S225_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235645_NF_EG_23_460_S237_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_460_S237_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235646_NF_EG_23_472_S249_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_472_S249_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235647_NPK_EG_23_9_S261_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_9_S261_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235648_NPK_EG_23_31_S272_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_31_S272_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235649_NF_EG_23_412_S191_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_412_S191_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235650_NF_EG_23_424_S203_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_424_S203_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235651_NF_EG_23_436_S215_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_436_S215_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235652_NF_EG_23_449_S226_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_449_S226_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235653_NF_EG_23_461_S238_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_461_S238_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235654_NF_EG_23_473_S250_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_473_S250_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235655_NPK_EG_23_12_S262_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_12_S262_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235656_NPK_EG_23_32_S273_L002_R1_001.unique.mapped.sorted.bam","NPK_EG_23_32_S273_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235657_NF_EG_23_413_S192_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_413_S192_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235658_NF_EG_23_425_S204_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_425_S204_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235659_NF_EG_23_437_S216_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_437_S216_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235660_NF_EG_23_450_S227_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_450_S227_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235661_NF_EG_23_462_S239_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_462_S239_L002_R1_001","Secale cereale","Diversity Panel 23"
